﻿Translation,original,final,"jan Ke Tami"
,"From all the roofs and gables and old wooden houses in Gloucester came a thousand merry voices singing the old Christmas rhymes—all the old songs that ever I heard of, and some that I don't know, like Whittington's bells.","tomo mute en tomo ale la, kalama pona mute mute a li kalama e musi e pilin tan tenpo pimeja sewi ni. ni li musi kalama ale pi sona pini mi, li musi pi sona ala mi kin.~~~~jan Ke Tami","tomo mute en tomo ale la, kalama pona mute mute a li kalama e musi e pilin tan tenpo pimeja sewi ni. ni li musi kalama ale pi sona pini mi, li musi pi sona ala mi kin."
,"First and loudest the cocks cried out: ""Dame, get up, and bake your pies!""","tenpo open la, waso kalama li kalama e musi, li kalama musi tan tenpo pimeja sewi ni.~~~~jan Ke Tami","tenpo open la, waso kalama li kalama e musi, li kalama musi tan tenpo pimeja sewi ni."
,"Oh, dilly, dilly, dilly! sighed Simpkin.","soweli Sinkin li toki pilin: musi musi musi mu a.~~~~jan Ke Tami","soweli Sinkin li toki pilin: musi musi musi mu a."
,"And now in a garret there were lights and sounds of dancing, and cats came from over the way.","sewi pi tomo wan la, suno en kalama en tawa musi li lon. soweli mute li kama tan poka nasin ante.~~~~jan Ke Tami","sewi pi tomo wan la, suno en kalama en tawa musi li lon. soweli mute li kama tan poka nasin ante."
,"Hey, diddle, diddle, the cat and the fiddle! All the cats in Gloucester—except me, said Simpkin,","soweli Sinkin li awen toki: musi mu tawa tan musi mu tawa taso. soweli ale li kama tan ale pi ma tomo. taso mi taso li kama ala.~~~~jan Ke Tami","soweli Sinkin li awen toki: musi mu tawa tan musi mu tawa taso. soweli ale li kama tan ale pi ma tomo. taso mi taso li kama ala."
,"Under the wooden eaves the starlings and sparrows sang of Christmas pies; the jackdaws woke up in the Cathedral tower; and although it was the middle of the night the throstles and robins sang; the air was quite full of little twittering tunes.","waso lili en waso suwi li mu e pan suwi pi tenpo sewi lon anpa pi sewi tomo. waso pimeja li pini e lape lon sewi palisa pi tomo sewi. waso pi sinpin walo en waso pi sinpin loje li open e mu lon tenpo lape ona. mu musi mute li lon kon ale a.~~~~jan Ke Tami","waso lili en waso suwi li mu e pan suwi pi tenpo sewi lon anpa pi sewi tomo. waso pimeja li pini e lape lon sewi palisa pi tomo sewi. waso pi sinpin walo en waso pi sinpin loje li open e mu lon tenpo lape ona. mu musi mute li lon kon ale a."
,"But it was all rather provoking to poor hungry Simpkin.","taso ni ale li ike e pilin pi soweli Sinkin tan wile suli ona.~~~~jan Ke Tami","taso ni ale li ike e pilin pi soweli Sinkin tan wile suli ona."
,"Particularly he was vexed with some little shrill voices from behind a wooden lattice. I think that they were bats, because they always have very small voices—especially in a black frost, when they talk in their sleep, like the Tailor of Gloucester.","ijo wan kin li ike nasa a tawa ona: kalama li kama tan sinpin pi kiwen kasi. sona mi la, ni li waso soweli. sona li kama tan kalama lili ona—lete wawa li lon la, ona li toki lon lape ona. jan pi pali len li toki lon lape kin.~~~~jan Ke Tami","ijo wan kin li ike nasa a tawa ona: kalama li kama tan sinpin pi kiwen kasi. sona mi la, ni li waso soweli. sona li kama tan kalama lili ona—lete wawa li lon la, ona li toki lon lape ona. jan pi pali len li toki lon lape kin."
,"They said something mysterious that sounded like—","toki ona li nasa li sama ni tawa kute—~~~~jan Ke Tami","toki ona li nasa li sama ni tawa kute—"
,"Buzz, quoth the blue fly; hum, quoth the bee; Buzz and hum they cry, and so do we!","pipi waso lili laso li mu; pipi waso pimeja jelo li mu. mu li kalama tan ona tu. ni la, mi kalama sama ni tu.~~~~jan Ke Tami","pipi waso lili laso li mu; pipi waso pimeja jelo li mu. mu li kalama tan ona tu. ni la, mi kalama sama ni tu."
,"and Simpkin went away shaking his ears as if he had a bee in his bonnet.","ni la, soweli Sinkin li tawa weka, li tawa e kute ona tan pipi pi lon ala.~~~~jan Ke Tami","ni la, soweli Sinkin li tawa weka, li tawa e kute ona tan pipi pi lon ala."
,"From the tailor's shop in Westgate came a glow of light; and when Simpkin crept up to peep in at the window it was full of candles. There was a snippeting of scissors, and snappeting of thread; and little mouse voices sang loudly and gaily:","suno li kama tan tomo pi pali len lon nasin Lupawese. soweli Sinkin li tawa ona, li lukin lon lupa lukin la, palisa seli suno mute li lon ni. kalama ilo en kalama kepeken en kalama linja en kalama pali li lon. kin la, kalama lili mute li mu e pilin pona tan soweli pi lili mute:~~~~jan Ke Tami","suno li kama tan tomo pi pali len lon nasin Lupawese. soweli Sinkin li tawa ona, li lukin lon lupa lukin la, palisa seli suno mute li lon ni. kalama ilo en kalama kepeken en kalama linja en kalama pali li lon. kin la, kalama lili mute li mu e pilin pona tan soweli pi lili mute:"
,"⁠ ""Four-and-twenty tailors Went to catch a snail, The best man amongst them Durst not touch her tail; She put out her horns Like a little kyloe cow. Run, tailors, run! or she'll have you all e'en now!""⁠ Then without a pause the little mouse voices went on again:","""jan pali mute li wile, alasa e pipi - taso jan wawa ale, la monsi ona li jaki; pipi ko la palisa tu, li lon lawa ona; li ken utala, e jan pali, la jan o tawa!"" kepeken tenpo ala la, kalama pi soweli lili li kalama sin:~~~~jan Ke Tami","""jan pali mute li wile, alasa e pipi - taso jan wawa ale, la monsi ona li jaki; pipi ko la palisa tu, li lon lawa ona; li ken utala, e jan pali, la jan o tawa!"" kepeken tenpo ala la, kalama pi soweli lili li kalama sin:"
,"Sieve my lady's oatmeal, Grind my lady's flour, Put it in a chestnut, Let it stand an hour——","""o pona tawa e pan ko, o pona kiwen e ko pan, o ona e kili kiwen, o  awen lon tenpo pona——""~~~~jan Ke Tami","""o pona tawa e pan ko, o pona kiwen e ko pan, o ona e kili kiwen, o  awen lon tenpo pona——"""
,"Mew! Mew! interrupted Simpkin, and he scratched at the door. But the key was under the tailor's pillow; he could not get in.","soweli Sinkin li pini e ni kepeken mu mu a, li noka wawa e lupa. taso ilo awen li awen pini e lupa. ilo open li lon anpa len lon anpa pi jan ona. soweli li ken ala insa tan ni.~~~~jan Ke Tami","soweli Sinkin li pini e ni kepeken mu mu a, li noka wawa e lupa. taso ilo awen li awen pini e lupa. ilo open li lon anpa len lon anpa pi jan ona. soweli li ken ala insa tan ni."
,"The little mice only laughed, and tried another tune—","ni la, soweli lili li kalama e pilin pona, li kalama musi sin—~~~~jan Ke Tami","ni la, soweli lili li kalama e pilin pona, li kalama musi sin—"
,"Three little mice sat down to spin, Pussy passed by and she peeped in. What are you at, my fine little men? Making coats for gentlemen. Shall I come in and cut off your threads? Oh, no, Miss Pussy, you'd bite off our heads!","soweli lili li pali e linja, soweli alasa li sama ala; li wile sona, e pali pona. pali li seme? li lon tan seme? pali li len, li lon tan jan. soweli alasa li ken ala ken kama, li ken ala ken tu, e linja len? ala a, soweli alasa o, sina tu e, lawa mi taso!~~~~jan Ke Tami","soweli lili li pali e linja, soweli alasa li sama ala; li wile sona, e pali pona. pali li seme? li lon tan seme? pali li len, li lon tan jan. soweli alasa li ken ala ken kama, li ken ala ken tu, e linja len? ala a, soweli alasa o, sina tu e, lawa mi taso!"
,"Mew! Mew! cried Simpkin.","soweli Sinkin li kalama: mu! mu!~~~~jan Ke Tami","soweli Sinkin li kalama: mu! mu!"
,"Hey diddle dinketty! answered the little mice—","soweli lili li toki kin: soweli o o o, a a a~~~~jan Ke Tami","soweli lili li toki kin: soweli o o o, a a a"
,"Hey diddle dinketty, poppetty pet! The merchants of London they wear scarlet; Silk in the collar, and gold in the hem, So merrily march the merchantmen!","soweli o o, a a, len pi jan esun li loje lon ma, len selo sewi li suno kule, len seli anpa li jelo kule, jan esun li tawa lon musi ni!~~~~jan Ke Tami","soweli o o, a a, len pi jan esun li loje lon ma, len selo sewi li suno kule, len seli anpa li jelo kule, jan esun li tawa lon musi ni!"
,"They clicked their thimbles to mark the time, but none of the songs pleased Simpkin; he sniffed and mewed at the door of the shop.","ona li pali e kalama kepeken poki luka lili ona, taso kalama ala li pona tawa soweli Sinkin. ona li nena e lupa, li mu tawa lupa, li wile insa esun.~~~~jan Ke Tami","ona li pali e kalama kepeken poki luka lili ona, taso kalama ala li pona tawa soweli Sinkin. ona li nena e lupa, li mu tawa lupa, li wile insa esun."
,"And then I bought A pipkin and a popkin, A slipkin and a slopkin, All for one farthing——and upon the kitchen dresser! added the rude little mice.","soweli lili wan pi wile nasa li pana e kalama kin: ""mi esun e poki pi telo wawa, mi esun e pan wan pona kin, mi kepeken mani wan taso——mi pana e ale ni lon supa poki!""~~~~jan Ke Tami","soweli lili wan pi wile nasa li pana e kalama kin: ""mi esun e poki pi telo wawa, mi esun e pan wan pona kin, mi kepeken mani wan taso——mi pana e ale ni lon supa poki!"""
,"Mew! scratch! scratch! scuffled Simpkin on the window-sill; while the little mice inside sprang to their feet, and all began to shout at once in little twittering voices: ""No more twist! No more twist!"" And they barred up the window-shutters and shut out Simpkin.","soweli Sinkin li mu wawa, li luka wawa, li luka e lupa. tenpo sama la, soweli lili ale li kama tawa, li kama kalama: ""linja len li kama pini! linja li lon ala!"" ona ale li len ilo e lupa lukin, li pini e lukin lupa pi soweli Sinkin.~~~~jan Ke Tami","soweli Sinkin li mu wawa, li luka wawa, li luka e lupa. tenpo sama la, soweli lili ale li kama tawa, li kama kalama: ""linja len li kama pini! linja li lon ala!"" ona ale li len ilo e lupa lukin, li pini e lukin lupa pi soweli Sinkin."
,"But still through the nicks in the shutters he could hear the click of thimbles, and little mouse voices singing:","taso lupa lili li lon len ilo pi lupa lukin la, ona li ken kute e poki luka lili, e kalama musi soweli:~~~~jan Ke Tami","taso lupa lili li lon len ilo pi lupa lukin la, ona li ken kute e poki luka lili, e kalama musi soweli:"
,"No more twist! No more twist!","linja li lon ala! linja li lon ala!~~~~jan Ke Tami","linja li lon ala! linja li lon ala!"
,"Simpkin came away from the shop and went home considering in his mind. He found the poor old tailor without fever, sleeping peacefully.","soweli Sinkin li tawa tan esun, li tawa tomo ona. kon ona li pali mute lon lawa ona. ona li tawa jan ona, li lukin e jan. jan pali la, seli ike li weka. jan li lape pona.~~~~jan Ke Tami","soweli Sinkin li tawa tan esun, li tawa tomo ona. kon ona li pali mute lon lawa ona. ona li tawa jan ona, li lukin e jan. jan pali la, seli ike li weka. jan li lape pona."
,"Then Simpkin went on tip-toe and took a little parcel of silk out of the tea-pot; and looked at it in the moonlight; and he felt quite ashamed of his badness compared with those good little mice!","soweli Sinkin li tawa kepeken kalama ala, li tawa supa poki, li tawa poki kiwen, li jo e linja len tan poki. ona li lukin e linja lon suno mun. soweli pi lili mute li pona, li pali pona. taso soweli Sinkin li pali ike sama ala soweli lili la, ona li pilin ike tan pali ni.~~~~jan Ke Tami","soweli Sinkin li tawa kepeken kalama ala, li tawa supa poki, li tawa poki kiwen, li jo e linja len tan poki. ona li lukin e linja lon suno mun. soweli pi lili mute li pona, li pali pona. taso soweli Sinkin li pali ike sama ala soweli lili la, ona li pilin ike tan pali ni."
,"When the tailor awoke in the morning, the first thing which he saw, upon the patchwork quilt, was a skein of cherry-coloured twisted silk, and beside his bed stood the repentant Simpkin!","jan pali li pilin e lape la, ona li kama lukin e linja len loje pona a lon supa lape ona, e soweli Sinkin kin pi pilin ike lon poka supa!~~~~jan Ke Tami","jan pali li pilin e lape la, ona li kama lukin e linja len loje pona a lon supa lape ona, e soweli Sinkin kin pi pilin ike lon poka supa!"
,"Alack, I am worn to a ravelling, said the tailor of Gloucester, ""but I have my twist!""","jan li toki: ""pakala, mi pilin wawa ala. taso mi jo e linja len a""~~~~jan Ke Tami","jan li toki: ""pakala, mi pilin wawa ala. taso mi jo e linja len a"""
,"The sun was shining on the snow when the tailor got up and dressed, and came out into the street with Simpkin running before him.","suno li suno e lete walo la, jan li tawa, li len e sijelo ona, li tan tomo, li tawa lon nasin. soweli Sinkin li lon poka ona.~~~~jan Ke Tami","suno li suno e lete walo la, jan li tawa, li len e sijelo ona, li tan tomo, li tawa lon nasin. soweli Sinkin li lon poka ona."
,"The starlings whistled on the chimney stacks, and the throstles and robins sang—but they sang their own little noises, not the words they had sung in the night.","waso lili li mu lon sewi tomo. waso pi sinpin walo en waso pi sinpin loje li mu kin—taso mu ni li mu kalama taso, li mu toki ala sama tenpo pimeja sewi.~~~~jan Ke Tami","waso lili li mu lon sewi tomo. waso pi sinpin walo en waso pi sinpin loje li mu kin—taso mu ni li mu kalama taso, li mu toki ala sama tenpo pimeja sewi."
,"Alack, said the tailor, ""I have my twist; but no more strength—nor time—than will serve to make me one single buttonhole; for this is Christmas Day in the Morning! The Mayor of Gloucester shall be married by noon —and where is his cherry-coloured coat?""","jan li toki: ""pakala. mi jo e linja pona, taso mi jo ala e wawa. tenpo li lon ala kin. mi ken ala pali mute tan ni: tenpo suno ni li tenpo suno sewi la, jan lawa pi ma tomo Kota en olin ona li wile kama wan lon olin—taso len loje ona li lon seme? ona li lon ala a! tenpo mi la, mi ken pali e selo lupa wan taso a.""~~~~jan Ke Tami","jan li toki: ""pakala. mi jo e linja pona, taso mi jo ala e wawa. tenpo li lon ala kin. mi ken ala pali mute tan ni: tenpo suno ni li tenpo suno sewi la, jan lawa pi ma tomo Kota en olin ona li wile kama wan lon olin—taso len loje ona li lon seme? ona li lon ala a! tenpo mi la, mi ken pali e selo lupa wan taso a."""
,"He unlocked the door of the little shop in Westgate Street, and Simpkin ran in, like a cat that expects something.","ona li open e esun ona lon nasin Lupawese. wawa la, soweli Sinkin li tawa insa sama alasa sona.~~~~jan Ke Tami","ona li open e esun ona lon nasin Lupawese. wawa la, soweli Sinkin li tawa insa sama alasa sona."
,"But there was no one there! Not even one little brown mouse!","taso suli ala li lon. soweli lili kin li lon ala a!~~~~jan Ke Tami","taso suli ala li lon. soweli lili kin li lon ala a!"
,"The boards were swept and clean; the little ends of thread and the little silk snippets were all tidied away, and gone from off the floor.","jaki ala en pona taso li lon supa ale. linja lili en len lili en jaki len en ko lili li weka, li lon ala ma anpa.~~~~jan Ke Tami","jaki ala en pona taso li lon supa ale. linja lili en len lili en jaki len en ko lili li weka, li lon ala ma anpa."
,"But upon the table—oh joy! the tailor gave a shout—there, where he had left plain cuttings of silk there lay the most beautifullest coat and embroidered satin waistcoat that ever were worn by a Mayor of Gloucester!","taso supa pali la jan pali li mu pi pilin pona a! supa ni la, jan pali li pini ala e len lon tenpo pini, li lukin e len pini pona a lon tenpo ni. len li suwi mute lon lukin, li pona suli tawa jan lawa ale pi ma Kote a!~~~~jan Ke Tami","taso supa pali la jan pali li mu pi pilin pona a! supa ni la, jan pali li pini ala e len lon tenpo pini, li lukin e len pini pona a lon tenpo ni. len li suwi mute lon lukin, li pona suli tawa jan lawa ale pi ma Kote a!"
,"There were roses and pansies upon the facings of the coat; and the waistcoat was worked with poppies and corn-flowers.","kasi loje en kasi suwi li lon supa pi len seli a. kasi pan pona en kasi linja suwi li lon len pi sijelo sewi a.~~~~jan Ke Tami","kasi loje en kasi suwi li lon supa pi len seli a. kasi pan pona en kasi linja suwi li lon len pi sijelo sewi a."
,"Everything was finished except just one single cherry-coloured buttonhole, and where that buttonhole was wanting there was pinned a scrap of paper with these words—in little teeny weeny writing—","pali len li kama pini, taso pali wan taso li pini ala: selo lupa loje wan li pini ala, li wile e pali lili, li jo e lipu lili. lipu ni la, jan li lukin e nimi pi lili mute:~~~~jan Ke Tami","pali len li kama pini, taso pali wan taso li pini ala: selo lupa loje wan li pini ala, li wile e pali lili, li jo e lipu lili. lipu ni la, jan li lukin e nimi pi lili mute:"
,"NO MORE TWIST.","LINJA LI LON ALA.~~~~jan Ke Tami","LINJA LI LON ALA."
,"And from then began the luck of the Tailor of Gloucester; he grew quite stout, and he grew quite rich.","tenpo pi ni ale la, pona li kama lon jan pi pali len. ona li kama wawa, li kama jo e mani mute.~~~~jan Ke Tami","tenpo pi ni ale la, pona li kama lon jan pi pali len. ona li kama wawa, li kama jo e mani mute."
,"He made the most wonderful waistcoats for all the rich merchants of Gloucester, and for all the fine gentlemen of the country round.","len ona li pona wawa tawa jan esun ale pi mani mute, li pona kin tawa jan mani pi ma poka ale.~~~~jan Ke Tami","len ona li pona wawa tawa jan esun ale pi mani mute, li pona kin tawa jan mani pi ma poka ale."
,"Never were seen such ruffles, or such embroidered cuffs and lappets! But his buttonholes were the greatest triumph of it all.","len ona la, namako pi sike mute en namako pi luka pini en namako pi linja sike mute li suwi pona a! taso selo lupa ona li suli sewi a.~~~~jan Ke Tami","len ona la, namako pi sike mute en namako pi luka pini en namako pi linja sike mute li suwi pona a! taso selo lupa ona li suli sewi a."
,"The stitches of those buttonholes were so neat—so neat—I wonder how they could be stitched by an old man in spectacles, with crooked old fingers, and a tailor's thimble.","selo lupa ale ona li kepeken linja pi lili suwi a—linja li lili suwi la, ni li ken ala ken tan jan pali pi tenpo mute, tan luka jan pi wawa ala?~~~~jan Ke Tami","selo lupa ale ona li kepeken linja pi lili suwi a—linja li lili suwi la, ni li ken ala ken tan jan pali pi tenpo mute, tan luka jan pi wawa ala?"
,"The stitches of those buttonholes were so small—so small—they looked as if they had been made by little mice!","linja li lili suwi mute la, lili ni li ken tan soweli pi lili mute a!~~~~jan Ke Tami","linja li lili suwi mute la, lili ni li ken tan soweli pi lili mute a!"
,"THE END","PINI~~~~jan Ke Tami",PINI
