Translation,original,final,"jan Ke Tami"
,"To market—I have two pig papers. I might take you to the bridge; if you have no objection, said Pigling much confused, and sitting on the edge of his coppy stool. Pig-wig's gratitude was such, and she asked so many questions, that it became embarrassing to Pigling Bland.",,"soweli Waloje li toki: ""mi tawa esun—mi jo e lipu tu pi soweli tu. sina wile la, mi tu li ken tawa nasin kiwen pi sewi telo"" ona li awen lon selo pi supa monsi, li kama nasa lili e lawa ona. soweli Pimejale li kama pilin pona tan toki ona, li wile sona e mute la, ni li nasa lili e pilin ona."
,"He was obliged to shut his eyes and pretend to sleep. Pig-wig then became quiet, and there was a smell of peppermint.",,"ona li kama wile sama lape tawa lukin, li pini e lukin sama lape. ni la, soweli Pimejale li kama kalama ala. kon suwi li lon tan suwi namako."
,"I thought you had eaten them? said Pigling, waking suddenly.",,"soweli Waloje li kama lape ala lon tenpo wawa. ""a, pilin mi la, sina moku e suwi ale lon tenpo pini, anu seme?"""
,"Only the corners, replied Pig-wig, studying the sentiments with much interest by the firelight.",,"soweli Pimejale li pana e toki: ""selo lili taso."" ona li lukin e suwi kiwen lili ni lon suno sewi."
,"I wish you wouldn't; he might smell them through the ceiling, said the alarmed Pigling.",,"pilin pi soweli Waloje li kama pilin. ""a pilin mi la, o ni ala. jan li ken kama pilin e kon suwi lon nena ona."""
,"Pig-wig put back the sticky peppermints into her pocket; ""Sing something,” she demanded.",,"soweli Pimejale li insa e suwi ko ni lon len poki ona; ona li wile: ""o kalama e musi."""
,"I am sorry . . . I have tooth-ache, said Pigling much dismayed.",,"ni la, soweli Waloje li pilin ike. ""ike mi. mi ken ala. kiwen uta mi li pilin pakala."""
," ""Then I will sing,"" replied Pig-wig, ""You will not mind if I say iddy tidditty? I have forgotten some of the words.""",,"soweli Pimejali li toki: ""ni la, mi kalama. taso mi sona ala e nimi ale la, mi kepeken nimi mu. ni li ike ala anu seme?"""
,"Pigling Bland made no objection; he sat with his eyes half shut, and watched her.",,"soweli Waloje la, ni li ike ala; ona li awen lon supa, li pini lili e lukin, li lukin e soweli."
," She wagged her head and rocked about, clapping time and singing in a sweet little grunty voice—",,"soweli Pimejale li tawa e lawa, li tawa sama musi, li kalama e luka lon sama, li kalama kepeken mu suwi soweli—"
,"A funny old mother pig lived in a stye, and three little piggies had she; (Ti idditty idditty) umph, umph, umph! and the little pigs said wee, wee!""",,"""soweli mama musi, li lon tomo ona, li jo e soweli tu wan; toki ona la mu mu; mu mu mu mu mu mu! soweli lili mu, mu, mu!"""
,"She sang successfully through three or four verses, only at every verse her head nodded a little lower and her little twinkly eyes closed up—",,"ona li kama kalama sona e nimi ale lon kalama kama tu tu, taso pini ale pi kalama wan la, lawa ona li kama anpa lili. sama la, lukin lili ona li kama pini lili lon pini kalama ale—"
,"Those three little piggies grew peaky and lean, and lean they might very well be; For somehow they couldn't say umph, umph, umph! and they wouldn't say wee, wee, wee! ""For somehow they couldn't say—""",,"soweli lili tu wan, li kama suli pona, li pini e mu ale. ona li ala e mu, la toki li open—"""
,"Pig-wig's head bobbed lower and lower, until she rolled over, a little round ball, fast asleep on the hearth-rug.",,"lawa pi soweli Pimejale li kama anpa mute la, ona li kama lape e sijelo ona, li sike e sijelo, li lape lon len ma."
,"Pigling Bland, on tip-toe, covered her up with an antimacassar.",,"soweli Waloje li kama tawa ona kepeken kalama ala, li pana e len awen lon sewi ona."
," He was afraid to go to sleep himself; for the remainder of the night he sat listening to the chirping of the crickets and to the snores of Mr. Piperson overhead.",,"jan li ken kama la, soweli Waloje li wile ala lape, li awen kute e mu lili pipi, e mu lape suli jan."
," Early in the morning, between dark and daylight, Pigling tied up his little bundle and woke up Pig-wig. She was excited and half-frightened. ""But it's dark! How can we find our way?""",,"tenpo pimeja li kama suno lili, li kama ala tenpo suno la, soweli Waloje li pini awen e poki len ona, li kama pini e lape pi soweli Pimejale. ona li pilin pona tan ken kama, li pilin ike lili kin tan ken kama. ""taso, pimeja li lon! seme la mi ken sona e nasin?"""
,"The cock has crowed; we must start before the hens come out; they might shout to Mr. Piperson.",,"""waso mije li kama mu e open pi tenpo suno; waso ale li ken weka tan tomo lon tenpo lili la, ona li ken mu e tawa mi tawa jan Lanpante. mi o tawa lon tenpo pi ni ala."""
,"Pig-wig sat down again, and commenced to cry.",,"soweli Pimejale li kama anpa sin, li pana e telo tan lukin."
,"Come away, Pig-wig; we can see when we get used to it. Come! I can hear them clucking!",,"""o kama, soweli Pimejale o; lukin mi li awen lon pimeja la, ona li kama lukin lon pimeja. o kama a! mi ken kute e mu waso!"""
,"Pigling had never said shuh! to a hen in his life, being peaceable; also he remembered the hamper.",,"tenpo ala la, soweli Waloje li mu ike e waso tawa weka waso tan nasin pona ona; kin la, ona li kama sona sin e poki waso."
," He opened the house door quietly and shut it after them. There was no garden; the neighborhood of Mr. Piperson's was all scratched up by fowls. They slipped away hand in hand across an untidy field to the road.",,"ona li open e lupa tomo, li pini e lupa lon monsi pi tawa ona. ma ni li ma pi kili ala; ma ale pi poka tomo li kama lupa tan noka waso. soweli tu li luka e luka, li tawa lon ma pi noka waso, li tawa nasin."
,"The sun rose while they were crossing the moor, a dazzle of light over the tops of the hills. The sunshine crept down the slopes into the peaceful green valleys, where little white cottages nestled in gardens and orchards.",,"ona li tawa lon ma ko telo la, suno li kama sewi, li suno wawa musi e sewi nena. suno li kama tawa anpa nena, li kama tawa noka nena, li kama lon ma tomo pi noka nena lon tomo walo lon ma kili lon ma pi kasi suwi."
," ""That's Westmorland,"" said Pig-wig. She dropped Pigling's hand and commenced to dance, singing—",,"soweli Pimejale li toki: ""ni li ma tomo Pokamako."" ona li pini e jo lon luka pi soweli Waloje, li open e tawa musi, li open e kalama musi—"
,"Tom, Tom the piper's son, stole a pig and away he ran! But all the tune that he could play, was 'Over the hills and far away!'""",,"""jan Lanpan li tawa. mama ona li kalama e musi mute. ona li jo ike e soweli lon nasin lawa ala, li tawa, li tawa! taso ona li sona kalama e musi wan taso"""
,"Come, Pig-wig, we must get to the bridge before folks are stirring. ""Why do you want to go to market, Pigling?"" inquired Pig-wig presently. ""I don't want; I want to grow potatoes."" ""Have a peppermint?"" said Pig-wig. Pigling Bland refused quite crossly. ""Does your poor toothy hurt?"" inquired Pig-wig. Pigling Bland grunted.",,"""o kama, soweli Pimejalo o, jan li ken kama la, mi o tawa nasin pi sewi telo."" soweli Pimejale li kama wi sona: ""sina wile tawa esun tan seme, soweli Waloje o?"" ""mi wile ala. mi wile kama e kili pan pi anpa ma lon ma."" soweli Pimejale li toki: ""sina wile ala wile e suwi wan?"" soweli Waloje li wile ala a, li toki wawa e ni. soweli Pimejale li toki: ""kiwen uta sina li pilin pakala anu seme?"" soweli Waloje li mu e ni."
," Pig-wig ate the peppermint herself and followed the opposite side of the road. ""Pig-wig! keep under the wall, there's a man ploughing."" Pig-wig crossed over; they hurried down hill towards the county boundary.",,"ona taso la, soweli Pimejale li moku e suwi, li tawa lon poka nasin ante pi soweli Waloje. ""soweli Pimejale, o kama lon noka pi sinpin ni. jan li pali lon ma."" soweli Pimejale li kama lon poka sama pi soweli Waloje; ona tu li tawa selo ma kepeken wawa."
," Suddenly Pigling stopped; he heard wheels.",,"sin kama la, soweli Waloje li pini e tawa; ona li kute e kama pi sike tawa."
,"Slowly jogging up the road below them came a tradesman's cart. The reins flapped on the horse's back; the grocer was reading a newspaper.",,"tomo tawa pi jan esun li kama lon nasin lon monsi ona. linja nasin li kalama lon sewi pi soweli tawa; jan esun li lukin e lipu."
,"Take that peppermint out of your mouth, Pig-wig, we may have to run. Don't say one word. Leave it to me. And in sight of the bridge! said poor Pigling, nearly crying. He began to walk frightfully lame, holding Pig-wig's arm.",,"soweli Waloje li pilin ike, li toki pi pilin ni: ""soweli Pimejale, o weka e suwi tan uta sina. ken la mi wile tawa wawa. o toki ala. mi o toki. sina o lon poka nasin lon lukin!"" ona li kama tawa pi wawa ala, li luka jo e luka pi soweli Pimejale."
," The grocer, intent upon his newspaper, might have passed them if his horse had not shied and snorted. He pulled the cart crossways and held down his whip. ""Hallo? Where are you going to?""—Pigling Bland stared at him vacantly.",,"jan esun li lukin e lipu ona la, ona li ken tawa poka soweli, li ken tawa weka soweli lon lukin soweli ala, taso nena pi soweli tawa li kama nasa, li pana wawa e kon la, soweli tawa li nasa e tawa, li kama e lukin jan. jan esun li pini awen e nasin kepeken suli pi tomo tawa, li awen jo e ilo utala pi tawa soweli. ""toki. sina tawa seme?""—soweli Waloje li lukin e ona kepeken wawa ala."
," ""Are you deaf? Are you going to market?"" Pigling nodded slowly.",,"""sina ken ala kute anu seme? sina tawa esun anu seme?"" soweli li tawa sewi e lawa, li tawa anpa e lawa, li toki e lon pi tawa ona kepeken ni."
,"I thought as much. It was yesterday. Show me your licence?",,"""a, tenpo lili la, mi pilin e ni. esun li lon tenpo suno pini. o pana e lipu lawa tawa lukin mi."""
,"Pigling stared at the off hind shoe of the grocer's horse, which had picked up a stone.",,
,"The grocer flicked his whip—""Papers? Pig licence?"" Pigling fumbled in all his pockets, and handed up the papers. The grocer read them, but still seemed dissatisfied. ""This here pig is a young lady; is her name Alexander?"" Pig-wig opened her mouth and shut it again; Pigling coughed asthmatically.",,
," The grocer ran his finger down the advertisement column of his newspaper—""Lost, stolen or strayed, ten shillings reward""; he looked suspiciously at Pig-wig. Then he stood up in the trap, and whistled to the ploughman.",,
,"You wait here while I drive on and speak to him, said the grocer, gathering up the reins. He knew that pigs are slippery; but surely, such a very lame pig could never run!",,
," ""Not yet, Pig-wig, he will look back."" The grocer did so; he saw the two pigs standing stock-still in the middle of the road. Then he looked over at his horse's heels; it was lame also; the stone took some time to knock out after he got to the ploughman.",,
,"Now, Pig-wig, NOW! said Pigling Bland.",,
,"Never did pigs run as these pigs ran! They raced and squealed and pelted down the long white hill towards the bridge. Little fat Pig-wig's petticoats fluttered, and her feet went pitter, patter, pitter, as she bounded and jumped.",,
," They ran, and they ran, and they ran down the hill, and across a short cut on level green turf at the bottom, between pebble beds and rushes.",,
,"They came to the river, they came to the bridge—they crossed it hand in hand—",,
," then over the hills and far away she danced with Pigling Bland!",,
," THE END ",,PINI
